يُمْكِنُ 	 مكن
قَرَشَ 	 قرش
نَزَغَ 	 نزغ
قَدَمَ 	 قدم
قَدِمَ 	 قدم
يَمِنَ 	 يمن
دَهِمَ 	 دهم
شَزَرَ 	 شزر
بَرَصَ 	 برص
كَشَفَ 	 كشف
طُحِلَ 	 طحل
دَبِقَ 	 دبق
مَحَصَ 	 محص
خَشَعَ 	 خشع
كَتِلَ 	 كتل
ثَلَمَ 	 ثلم
سَرِدَ 	 سرد
بَرِصَ 	 برص
شَهِدَ 	 شهد
قَرَفَ 	 قرف
يَفَعَ 	 يفع
عَلَنَ 	 علن
دَرِنَ 	 درن
جَوِقَ 	 جوق
زَفَرَ 	 زفر
رَهِلَ 	 رهل
دَمِعَ 	 دمع
سَغِبَ 	 سغب
عَرَقَ 	 عرق
حَبَضَ 	 حبض
جَفَلَ 	 جفل
خَسَفَ 	 خسف
لَغَطَ 	 لغط
عَطِلَ 	 عطل
يَنَعَ 	 ينع
هَضِمَ 	 هضم
حَطِمَ 	 حطم
خَضَبَ 	 خضب
بَدِلَ 	 بدل
حَسِبَ 	 حسب
يَبِسَ 	 يبس
قَصِمَ 	 قصم
قَصَبَ 	 قصب
قَصَفَ 	 قصف
مَرِحَ 	 مرح
زَرَقَ 	 زرق
دَعَبَ 	 دعب
قَذَفَ 	 قذف
دَبَقَ 	 دبق
دَرِبَ 	 درب
فَقِمَ 	 فقم
سَحَنَ 	 سحن
رَغِدَ 	 رغد
قَصَعَ 	 قصع
هَدَجَ 	 هدج
دَبِلَ 	 دبل
خَتِرَ 	 ختر
قَفَصَ 	 قفص
سَفِدَ 	 سفد
نَقِبَ 	 نقب
قَشِعَ 	 قشع
بَلِدَ 	 بلد
قَلِقَ 	 قلق
نَصَفَ 	 نصف
عَذَبَ 	 عذب
قَطَعَ 	 قطع
زَعَفَ 	 زعف
سَفَرَ 	 سفر
ضَحِكَ 	 ضحك
قَرَدَ 	 قرد
فَرِكَ 	 فرك
زَحَرَ 	 زحر
نَطِفَ 	 نطف
قَلَبَ 	 قلب
قَطِنَ 	 قطن
يَتَنَ 	 يتن
عَمَرَ 	 عمر
فَرَعَ 	 فرع
فَرَطَ 	 فرط
فَرَعَ 	 فرع
فَرَغَ 	 فرغ
دَعَقَ 	 دعق
كَذَبَ 	 كذب
عَزَفَ 	 عزف
عَقَمَ 	 عقم
فَصَدَ 	 فصد
نَدِبَ 	 ندب
ضَلِعَ 	 ضلع
قَشَطَ 	 قشط
قَعِسَ 	 قعس
عَرِجَ 	 عرج
دَعَرَ 	 دعر
حَرِسَ 	 حرس
دَهَقَ 	 دهق
زَفَرَ 	 زفر
شَنِقَ 	 شنق
رَشِفَ 	 رشف
ثَلِبَ 	 ثلب
عَطِرَ 	 عطر
قَسَطَ 	 قسط
عَوِجَ 	 عوج
قَسَطَ 	 قسط
زَهِرَ 	 زهر
صَنِمَ 	 صنم
نَهَجَ 	 نهج
سَبَحَ 	 سبح
لَزِمَ 	 لزم
رَجَعَ 	 رجع
لَعِقَ 	 لعق
مَتَهَ 	 مته
دَعِبَ 	 دعب
لَزِقَ 	 لزق
لَعِبَ 	 لعب
حَمِدَ 	 حمد
عَمِهَ 	 عمه
لَعَنَ 	 لعن
ذَعِنَ 	 ذعن
لَعَبَ 	 لعب
غَسَقَ 	 غسق
لَبِبَ 	 لبب
نَقَعَ 	 نقع
ثَلِجَ 	 ثلج
كَمِشَ 	 كمش
كَرَعَ 	 كرع
كَوِعَ 	 كوع
زَحَفَ 	 زحف
لَحِسَ 	 لحس
مَحَضَ 	 محض
لَوِثَ 	 لوث
لَهِفَ 	 لهف
لَهِجَ 	 لهج
عَنِتَ 	 عنت
سَمَتَ 	 سمت
عَنَسَ 	 عنس
عَنِسَ 	 عنس
عَنِقَ 	 عنق
هَلِعَ 	 هلع
لَقِحَ 	 لقح
قَلَفَ 	 قلف
عَذَرَ 	 عذر
عَقَفَ 	 عقف
طَرِزَ 	 طرز
غَدِرَ 	 غدر
ضَبِطَ 	 ضبط
هَوِسَ 	 هوس
لَحِقَ 	 لحق
لَحِمَ 	 لحم
شَعَفَ 	 شعف
هَذِرَ 	 هذر
لَحَظَ 	 لحظ
لَحَنَ 	 لحن
نَضَحَ 	 نضح
حَنَشَ 	 حنش
لَذَعَ 	 لذع
لَحَمَ 	 لحم
لَزِبَ 	 لزب
حَرِضَ 	 حرض
غَرَسَ 	 غرس
مَرِعَ 	 مرع
مَسَحَ 	 مسح
عَهَرَ 	 عهر
فَطِسَ 	 فطس
دَغَمَ 	 دغم
سَهَبَ 	 سهب
مَرِضَ 	 مرض
لَكَعَ 	 لكع
خَلَعَ 	 خلع
مَرِجَ 	 مرج
مَرِسَ 	 مرس
مَعِزَ 	 معز
مَعَدَ 	 معد
فَقَسَ 	 فقس
مَخِضَ 	 مخض
مَتِهَ 	 مته
كَشَحَ 	 كشح
حَزِنَ 	 حزن
مَرَغَ 	 مرغ
مَذِرَ 	 مذر
حَقِلَ 	 حقل
مَزَحَ 	 مزح
مَرِقَ 	 مرق
زَحَمَ 	 زحم
لَقِمَ 	 لقم
كَمَدَ 	 كمد
لَفَعَ 	 لفع
خَفَضَ 	 خفض
فَرِقَ 	 فرق
كَلَمَ 	 كلم
لَفَظَ 	 لفظ
كَلِبَ 	 كلب
يَسَرَ 	 يسر
لَفَتَ 	 لفت
عَزَرَ 	 عزر
شَعَبَ 	 شعب
شَهِقَ 	 شهق
خَلَسَ 	 خلس
لَبَسَ 	 لبس
لَبِكَ 	 لبك
لَبَطَ 	 لبط
لَبِقَ 	 لبق
لَبَدَ 	 لبد
سَخِرَ 	 سخر
لَحَدَ 	 لحد
مَلَقَ 	 ملق
لَجِبَ 	 لجب
نَعَظَ 	 نعظ
لَفَقَ 	 لفق
خَمِدَ 	 خمد
نَغَقَ 	 نغق
نَشِبَ 	 نشب
قَفَزَ 	 قفز
عَرِبَ 	 عرب
جَعَبَ 	 جعب
قَبِلَ 	 قبل
عَقِلَ 	 عقل
قَلَدَ 	 قلد
عَجِلَ 	 عجل
عَرَضَ 	 عرض
خَصِبَ 	 خصب
عَزَمَ 	 عزم
نَهَجَ 	 نهج
قَطَمَ 	 قطم
طَمَحَ 	 طمح
نَغَبَ 	 نغب
شَلَحَ 	 شلح
عَصَفَ 	 عصف
ظَلَمَ 	 ظلم
عَرَبَ 	 عرب
شَخَرَ 	 شخر
قَمِنَ 	 قمن
عَدَنَ 	 عدن
صَوِرَ 	 صور
عَصِمَ 	 عصم
شَغَلَ 	 شغل
عَفَسَ 	 عفس
طَنِفَ 	 طنف
قَسَرَ 	 قسر
مَلَحَ 	 ملح
هَبِرَ 	 هبر
عَفَرَ 	 عفر
عَفِرَ 	 عفر
سَجِسَ 	 سجس
قَعَرَ 	 قعر
عَقَبَ 	 عقب
عَقَرَ 	 عقر
غَنِمَ 	 غنم
سَلَمَ 	 سلم
قَطَبَ 	 قطب
بَكَمَ 	 بكم
جَذَبَ 	 جذب
قَطَبَ 	 قطب
تَعِبَ 	 تعب
عَصَفَ 	 عصف
عَطِبَ 	 عطب
عَلَفَ 	 علف
عَقِمَ 	 عقم
عَكِرَ 	 عكر
نَغَرَ 	 نغر
غَطِفَ 	 غطف
غَفَرَ 	 غفر
غَضِرَ 	 غضر
عَمِرَ 	 عمر
جَرَمَ 	 جرم
غَطِشَ 	 غطش
حَلَقَ 	 حلق
غَلَظَ 	 غلظ
جَزَمَ 	 جزم
مَرَعَ 	 مرع
جَزَعَ 	 جزع
لَمَعَ 	 لمع
نَفَطَ 	 نفط
دَكِنَ 	 دكن
لَكِعَ 	 لكع
عَلِقَ 	 علق
خَشَفَ 	 خشف
لَمَحَ 	 لمح
عَمَدَ 	 عمد
لَهَثَ 	 لهث
هَزَلَ 	 هزل
عَمَهَ 	 عمه
عَلَنَ 	 علن
عَمَرَ 	 عمر
عَمِشَ 	 عمش
غَرَفَ 	 غرف
غَرِمَ 	 غرم
غَزَلَ 	 غزل
غَزِلَ 	 غزل
بَغَمَ 	 بغم
هَطَلَ 	 هطل
ضَغِنَ 	 ضغن
خَطَفَ 	 خطف
حَرِمَ 	 حرم
سَفَرَ 	 سفر
عَسِرَ 	 عسر
عَسَلَ 	 عسل
فَكَرَ 	 فكر
غَدِقَ 	 غدق
قَعَرَ 	 قعر
حَرِقَ 	 حرق
غَفِرَ 	 غفر
غَطَشَ 	 غطش
غَفَقَ 	 غفق
نَجِدَ 	 نجد
نَعِلَ 	 نعل
غَرِضَ 	 غرض
رَفِلَ 	 رفل
غَرَضَ 	 غرض
نَزَعَ 	 نزع
قَحَمَ 	 قحم
نَزَفَ 	 نزف
نَزِلَ 	 نزل
نَزَعَ 	 نزع
ضَمِنَ 	 ضمن
نَفَرَ 	 نفر
نَزَلَ 	 نزل
دَعَثَ 	 دعث
خَضَعَ 	 خضع
رَفِقَ 	 رفق
نَزِهَ 	 نزه
نَزَقَ 	 نزق
نَخَعَ 	 نخع
عَبِقَ 	 عبق
مَلِسَ 	 ملس
صَفَرَ 	 صفر
مَعِنَ 	 معن
شَحَذَ 	 شحذ
سَلِطَ 	 سلط
مَلِصَ 	 ملص
قَشِرَ 	 قشر
بَرَعَ 	 برع
مَهَدَ 	 مهد
رَفَعَ 	 رفع
صَبَحَ 	 صبح
قَنَعَ 	 قنع
هَرَشَ 	 هرش
هَرَعَ 	 هرع
نَحَلَ 	 نحل
نَحَمَ 	 نحم
عَهِرَ 	 عهر
هَزَرَ 	 هزر
هَدَنَ 	 هدن
نَقِرَ 	 نقر
شَهَرَ 	 شهر
هَرَسَ 	 هرس
هَرَفَ 	 هرف
حَدَقَ 	 حدق
عَوِجَ 	 عوج
نَجِزَ 	 نجز
شَرِسَ 	 شرس
نَحَرَ 	 نحر
شَعِلَ 	 شعل
نَزَلَ 	 نزل
رَوِعَ 	 روع
بَهَظَ 	 بهظ
نَخِمَ 	 نخم
سَوِسَ 	 سوس
كَبِدَ 	 كبد
فَلَحَ 	 فلح
نَدَهَ 	 نده
هَصَرَ 	 هصر
شَعِبَ 	 شعب
فَطِنَ 	 فطن
هَلَكَ 	 هلك
كَرِهَ 	 كره
مَتَحَ 	 متح
نَطَعَ 	 نطع
هَمَلَ 	 همل
مَيِلَ 	 ميل
خَطَمَ 	 خطم
صَرَحَ 	 صرح
نَعَتَ 	 نعت
نَشِقَ 	 نشق
سَرَقَ 	 سرق
نَغِرَ 	 نغر
ظَهَرَ 	 ظهر
سَبَقَ 	 سبق
خَدَعَ 	 خدع
نَشِطَ 	 نشط
فَلَتَ 	 فلت
نَفِدَ 	 نفد
كَسَبَ 	 كسب
جَسِدَ 	 جسد
طَعَنَ 	 طعن
خَثِرَ 	 خثر
لَبِسَ 	 لبس
لَسَنَ 	 لسن
نَدِلَ 	 ندل
نَبَحَ 	 نبح
نَبَسَ 	 نبس
سَهِرَ 	 سهر
شَهِلَ 	 شهل
مَكَسَ 	 مكس
ذَرِبَ 	 ذرب
شَدَهَ 	 شده
حَلِسَ 	 حلس
نَتَحَ 	 نتح
ضَمَخَ 	 ضمخ
كَسَرَ 	 كسر
نَكِهَ 	 نكه
سَخِنَ 	 سخن
جَرِزَ 	 جرز
قَحَفَ 	 قحف
مَغِصَ 	 مغص
نَبَرَ 	 نبر
كَنَفَ 	 كنف
كَرَمَ 	 كرم
هَزِلَ 	 هزل
نَهِجَ 	 نهج
نَبَذَ 	 نبذ
دَغَلَ 	 دغل
نَقَعَ 	 نقع
نَقِهَ 	 نقه
نَطَقَ 	 نطق
غَضِبَ 	 غضب
يَقِظَ 	 يقظ
عَرِسَ 	 عرس
حَصَفَ 	 حصف
زَرَفَ 	 زرف
هَرِسَ 	 هرس
فَحَمَ 	 فحم
مَلِقَ 	 ملق
نَكِلَ 	 نكل
هَبَشَ 	 هبش
شَحِنَ 	 شحن
قَهَرَ 	 قهر
سَرِطَ 	 سرط
نَمِشَ 	 نمش
بَدَعَ 	 بدع
شَهِدَ 	 شهد
نَحِفَ 	 نحف
نَقِدَ 	 نقد
دَنِسَ 	 دنس
نَهَبَ 	 نهب
نَفَرَ 	 نفر
دَمَعَ 	 دمع
رَكِبَ 	 ركب
فَرَضَ 	 فرض
هَجَسَ 	 هجس
حَقَدَ 	 حقد
نَهَزَ 	 نهز
نَهَقَ 	 نهق
نَهَمَ 	 نهم
رَهَنَ 	 رهن
نَهَدَ 	 نهد
نَهَدَ 	 نهد
زَجِلَ 	 زجل
هَتَرَ 	 هتر
فَتَحَ 	 فتح
هَبِلَ 	 هبل
جَهِدَ 	 جهد
هَتَفَ 	 هتف
عَذَرَ 	 عذر
خَلَطَ 	 خلط
كَبَدَ 	 كبد
سَقِمَ 	 سقم
عَجَزَ 	 عجز
هَتَكَ 	 هتك
عَوِصَ 	 عوص
هَجَعَ 	 هجع
هَرِبَ 	 هرب
مَنَعَ 	 منع
هَوِشَ 	 هوش
طَلَحَ 	 طلح
هَرَجَ 	 هرج
لَجِنَ 	 لجن
قَذِرَ 	 قذر
قَرَعَ 	 قرع
يَسَرَ 	 يسر
نَقِذَ 	 نقذ
وَعَكَ 	 وعك
لَقَحَ 	 لقح
هَوِجَ 	 هوج
هَمَعَ 	 همع
بَهِتَ 	 بهت
شَحَطَ 	 شحط
هَدَلَ 	 هدل
هَرَقَ 	 هرق
هَرِمَ 	 هرم
حَقَرَ 	 حقر
هَدَجَ 	 هدج
جَرِحَ 	 جرح
هَرَبَ 	 هرب
لَسَعَ 	 لسع
هَدِبَ 	 هدب
رَغِبَ 	 رغب
هَفَتَ 	 هفت
نَزَهَ 	 نزه
هَمَرَ 	 همر
رَجَعَ 	 رجع
حَبِضَ 	 حبض
نَبَضَ 	 نبض
نَكِرَ 	 نكر
خَدِلَ 	 خدل
مَرِغَ 	 مر غ
رَفَعَ 	 رفع
نَمِرَ 	 نمر
زَلِعَ 	 زلع
غَمَسَ 	 غمس
حَوِلَ 	 حول
عَدَلَ 	 عدل
جَمَحَ 	 جمح
غَمُضَ 	 غمض
طَفِقَ 	 طفق
يَتِمَ 	 يتم
رَبَعَ 	 ربع
هَزَمَ 	 هزم
عَرَفَ 	 عرف
زَنِدَ 	 زند
جَرَمَ 	 جرم
هَضَلَ 	 هضل
خَرِدَ 	 خرد
عَصَرَ 	 عصر
قَطَعَ 	 قطع
عَتِلَ 	 عتل
حَشِمَ 	 حشم
فَعَلَ 	 فعل
خَصَفَ 	 خصف
حَرِزَ 	 حرز
بَغَضَ 	 بغض
غَلِطَ 	 غلط
شَرَعَ 	 شرع
صَحِرَ 	 صحر
زَلِقَ 	 زلق
نَسَفَ 	 نسف
بَضَعَ 	 بضع
عَفِنَ 	 عفن
بَعَثَ 	 بعث
عَسَفَ 	 عسف
صَدَغَ 	 صدغ
فَلَقَ 	 فلق
فَصَلَ 	 فصل
عَلِجَ 	 علج
نَسِمَ 	 نسم
هَمَشَ 	 همش
بَلَعَ 	 بلع
شَدِقَ 	 شدق
غَطَسَ 	 غطس
ثَكِلَ 	 ثكل
ذَهَلَ 	 ذهل
رَشِدَ 	 رشد
زَحَرَ 	 زحر
شَرِكَ 	 شرك
سَوِدَ 	 سود
مَنَحَ 	 منح
كَرَعَ 	 كرع
صَرَفَ 	 صرف
رَحِمَ 	 رحم
غَرِقَ 	 غرق
تَعِسَ 	 تعس
بَقِعَ 	 بقع
سَجَعَ 	 سجع
لَحِقَ 	 لحق
عَبَسَ 	 عبس
فَلِسَ 	 فلس
لَبِنَ 	 لبن
خَوِصَ 	 خوص
عَنَدَ 	 عند
حَذِقَ 	 حذق
نَسَحَ 	 نسح
قَصَلَ 	 قصل
جَهِرَ 	 جهر
نَسِحَ 	 نسح
جَذَمَ 	 جذم
سَلَحَ 	 سلح
خَزِلَ 	 خزل
جَمَزَ 	 جمز
رَتَعَ 	 رتع
سَفَرَ 	 سفر
فَوِهَ 	 فوه
ذَرِفَ 	 ذرف
تَمِرَ 	 تمر
طَحَلَ 	 طحل
عَذَلَ 	 عذل
قَدَرَ 	 قدر
طَرِحَ 	 طرح
جَشِمَ 	 جشم
خَنَفَ 	 خنف
فَرَدَ 	 فرد
فَزَعَ 	 فزع
تَعَسَ 	 تعس
قَشَعَ 	 قشع
قَرِفَ 	 قرف
صَهَدَ 	 صهد
مَخَضَ 	 مخض
عَقَرَ 	 عقر
رَقِطَ 	 رقط
كَلِفَ 	 كلف
قَرِنَ 	 قرن
حَرَدَ 	 حرد
قَصَرَ 	 قصر
فَضَحَ 	 فضح
نَعَلَ 	 نعل
لَبِثَ 	 لبث
صَهَلَ 	 صهل
ضَرَعَ 	 ضرع
كَعَبَ 	 كعب
فَزِرَ 	 فزر
خَرِمَ 	 خرم
طَلَقَ 	 طلق
لَزَبَ 	 لزب
رَهَطَ 	 رهط
قَرِسَ 	 قرس
هَرِشَ 	 هرش
بَخَرَ 	 بخر
حَرَفَ 	 حرف
هَرِعَ 	 هرع
جَرَشَ 	 جرش
نَشَجَ 	 نشج
شَقِرَ 	 شقر
كَدَسَ 	 كدس
فَسِخَ 	 فسخ
يَمَنَ 	 يمن
نَصَحَ 	 نصح
شَمِقَ 	 شمق
طَمِرَ 	 طمر
حَبَقَ 	 حبق
ضَبَطَ 	 ضبط
كَبِرَ 	 كبر
كَحَلَ 	 كحل
كَثِمَ 	 كثم
غَدَرَ 	 غدر
ذَقِنَ 	 ذقن
حَمَلَ 	 حمل
لَغَمَ 	 لغم
ذَهِلَ 	 ذهل
كَظَمَ 	 كظم
قَدِرَ 	 قدر
قَرِحَ 	 قرح
نَهَضَ 	 نهض
نَشِبَ 	 نشب
شَغَبَ 	 شغب
نَضَخَ 	 نضخ
هَرِجَ 	 هرج
هَضَمَ 	 هضم
مَغَسَ 	 مغس
كَفَحَ 	 كفح
هَتِمَ 	 هتم
نَسَخَ 	 نسخ
نَسَغَ 	 نسغ
رَشَحَ 	 رشح
نَصَبَ 	 نصب
حَدَمَ 	 حدم
فَتَلَ 	 فتل
ضَرِبَ 	 ضرب
كَدَحَ 	 كدح
مَرَقَ 	 مرق
دَمِسَ 	 دمس
هَتَمَ 	 هتم
نَضِجَ 	 نضج
غَرِبَ 	 غرب
كَشِرَ 	 كشر
نَضَدَ 	 نضد
مَعَكَ 	 معك
لَحَمَ 	 لحم
رَمِدَ 	 رمد
قَصَمَ 	 قصم
عَجِبَ 	 عجب
عَقِرَ 	 عقر
فَتَشَ 	 فتش
صَفَقَ 	 صفق
دَحَقَ 	 دحق
سَبَكَ 	 سبك
حَشَفَ 	 حشف
كَشَرَ 	 كشر
دَسِمَ 	 دسم
قَنِطَ 	 قنط
صَقِلَ 	 صقل
سَطَعَ 	 سطع
كَمِدَ 	 كمد
عَشَرَ 	 عشر
رَصِفَ 	 رصف
سَدَسَ 	 سدس
رَزَقَ 	 رزق
حَزَنَ 	 حزن
زَمَلَ 	 زمل
نَجَدَ 	 نجد
شَعَرَ 	 شعر
بَطَنَ 	 بطن
سَرَطَ 	 سرط
حَرُزَ 	 حرز
رَطَبَ 	 رطب
رَطَنَ 	 رطن
سَقَطَ 	 سقط
رَسَفَ 	 رسف
خَمُصَ 	 خمص
سَفَطَ 	 سفط
رَطَبَ 	 رطب
عَضَلَ 	 عضل
تَجَرَ 	 تجر
حَجَبَ 	 حجب
نَكَدَ 	 نكد
حَرُمَ 	 حرم
رَسُبَ 	 رسب
شَعُرَ 	 شعر
زَمَرَ 	 زمر
طَفَلَ 	 طفل
دَمَسَ 	 دمس
زَنَمَ 	 زنم
شَتُمَ 	 شتم
جَمَدَ 	 جمد
ضَرَجَ 	 ضرج
سَفُهَ 	 سفه
سَبَلَ 	 سبل
سَكَتَ 	 سكت
ضَرَحَ 	 ضرح
كَمُشَ 	 كمش
خَبَرَ 	 خبر
حَزَبَ 	 حزب
خَرُعَ 	 خرع
سَخُنَ 	 سخن
ضَرَحَ 	 ضرح
سَخَنَ 	 سخن
رَشُقَ 	 رشق
رَخُمَ 	 رخم
طَرَقَ 	 طرق
ضَرَحَ 	 ضرح
سَبَخَ 	 سبخ
مَضَغَ 	 مضغ
زَلَمَ 	 زلم
سَفُطَ 	 سفط
زَمَجَ 	 زمج
نَفَدَ 	 نفد
كَبَرَ 	 كبر
رَطَمَ 	 رطم
نَضَرَ 	 نضر
خَرَبَ 	 خرب
سَرَبَ 	 سرب
رَطَنَ 	 رطن
شَمَرَ 	 شمر
هَذَرَ 	 هذر
مَسَلَ 	 مسل
شَجَبَ 	 شجب
زَلَفَ 	 زلف
سَقَفَ 	 سقف
سَرَدَ 	 سرد
سَغَبَ 	 سغب
سَجَنَ 	 سجن
سَحُقَ 	 سحق
شَغَرَ 	 شغر
سَكَرَ 	 سكر
ضَمُرَ 	 ضمر
رَصُنَ 	 رصن
زَهُرَ 	 زهر
حَزُرَ 	 حزر
شَلَخَ 	 شلخ
جَذَلَ 	 جذل
شَعَرَ 	 شعر
عَجُفَ 	 عجف
نَكَفَ 	 نكف
خَلَدَ 	 خلد
سَطَرَ 	 سطر
رَكَزَ 	 ركز
ذَكَرَ 	 ذكر
رَقَطَ 	 رقط
رَقَنَ 	 رقن
ذَلِقَ 	 ذلق
مَدَقَ 	 مدق
بَثَرَ 	 بثر
جَلَبَ 	 جلب
جَمَرَ 	 جمر
خَرَفَ 	 خرف
عَكَفَ 	 عكف
بَطَشَ 	 بطش
بَصَقَ 	 بصق
دَبَلَ 	 دبل
ثَمَنَ 	 ثمن
رَبَضَ 	 ربض
خَرَصَ 	 خرص
حَبَرَ 	 حبر
جَعُدَ 	 جعد
رَبَدَ 	 ربد
بَدَرَ 	 بدر
رَفُقَ 	 رفق
ذَقَنَ 	 ذقن
بَذَخَ 	 بذخ
بَدَرَ 	 بدر
رَبَضَ 	 ربض
رَفُهَ 	 رفه
بَدَنَ 	 بدن
بَسَرَ 	 بسر
خَطُرَ 	 خطر
بَزَلَ 	 بزل
دَرَسَ 	 درس
ذَرَبَ 	 ذرب
حَلَمَ 	 حلم
حَصُنَ 	 حصن
رَخَفَ 	 رخف
زَجَرَ 	 زجر
قَتَمَ 	 قتم
خَرُفَ 	 خرف
دَرَسَ 	 درس
بَشُرَ 	 بشر
كَمَلَ 	 كمل
رَغُدَ 	 رغد
رَعَفَ 	 رعف
بَطُنَ 	 بطن
بَصُرَ 	 بصر
جَلُدَ 	 جلد
دَمَرَ 	 دمر
نَذَرَ 	 نذر
رَفَقَ 	 رفق
خَلَبَ 	 خلب
بَطَنَ 	 بطن
دَثَرَ 	 دثر
رَفَضَ 	 رفض
خَرَطَ 	 خرط
دَخَلَ 	 دخل
عَمُقَ 	 عمق
رَهُفَ 	 رهف
وَسُمَ 	 وسم
بَلُغَ 	 بلغ
جَزُلَ 	 جزل
رَطَلَ 	 رطل
ذَهَنَ 	 ذهن
بَلَجَ 	 بلج
بَرُزَ 	 برز
جَرُزَ 	 جرز
جَفَرَ 	 جفر
جَرُمَ 	 جرم
مَثَلَ 	 مثل
خَضَرَ 	 خضر
جَرَجَ 	 جرج
شَعَرَ 	 شعر
جَدَلَ 	 جدل
زَنَدَ 	 زند
جَرَذَ 	 جرذ
جَدُرَ 	 جدر
مَعَزَ 	 معز
ثَمُنَ 	 ثمن
حَطَبَ 	 حطب
حَضَرَ 	 حضر
جَرَدَ 	 جرد
جَذَرَ 	 جذر
جَسَرَ 	 جسر
حَلَبَ 	 حلب
تَلَدَ 	 تلد
حَظَرَ 	 حظر
نَقَدَ 	 نقد
ثَقُلَ 	 ثقل
سَكَرَ 	 سكر
حَلَبَ 	 حلب
بَرَزَ 	 برز
رَمَلَ 	 رمل
دَمَجَ 	 دمج
حَصَلَ 	 حصل
ثَبَتَ 	 ثبت
جَبَلَ 	 جبل
جَمَلَ 	 جمل
جَفَلَ 	 جفل
سَفُلَ 	 سفل
حَكُمَ 	 حكم
بَلَغَ 	 بلغ
بَرَمَ 	 برم
بَذَلَ 	 بذل
ثَبَطَ 	 ثبط
بَذَرَ 	 بذر
جَمُلَ 	 جمل
دَلَكَ 	 دلك
نَظَرَ 	 نظر
حَصُفَ 	 حصف
رَبَطَ 	 ربط
بَهُجَ 	 بهج
رَجَلَ 	 رجل
شَجَنَ 	 شجن
دَخَنَ 	 دخن
صَمَتَ 	 صمت
شَجَبَ 	 شجب
خَدَمَ 	 خدم
سَدَنَ 	 سدن
شَبُحَ 	 شبح
حَدَرَ 	 حدر
رَجَبَ 	 رجب
رَبَلَ 	 ربل
خَثُرَ 	 خثر
رَخُصَ 	 رخص
جَهُمَ 	 جهم
عَمَرَ 	 عمر
حَدَسَ 	 حدس
خَثَرَ 	 خثر
صَلُدَ 	 صلد
مَرَسَ 	 مرس
نَقَسَ 	 نقس
شَجُنَ 	 شجن
بَتَرَ 	 بتر
فَتَقَ 	 فتق
شَطَرَ 	 شطر
صَدَغَ 	 صدغ
سَنَجَ 	 سنج
شَبَمَ 	 شبم
نَتُنَ 	 نتن
سَهُمَ 	 سهم
صَغَرَ 	 صغر
شَهُمَ 	 شهم
شَغَرَ 	 شغر
رَسَخَ 	 رسخ
خَمَسَ 	 خمس
رَسَنَ 	 رسن
رَصَفَ 	 رصف
خَلَفَ 	 خلف
شَبَرَ 	 شبر
قَحَبَ 	 قحب
رَصَدَ 	 رصد
شَدَنَ 	 شدن
صَبَغَ 	 صبغ
خَبُرَ 	 خبر
رَتَبَ 	 رتب
شَرَخَ 	 شرخ
شَحَبَ 	 شحب
سَلَبَ 	 سلب
سَهُلَ 	 سهل
شَكَمَ 	 شكم
شَرَفَ 	 شرف
صَدَرَ 	 صدر
سَهَمَ 	 سهم
صَبَعَ 	 صبع
خَرَزَ 	 خرز
رَمَدَ 	 رمد
خَمَصَ 	 خمص
رَنَقَ 	 رنق
ثَخُنَ 	 ثخن
بَرُدَ 	 برد
حَسُبَ 	 حسب
شَهُدَ 	 شهد
رَجَنَ 	 رجن
حَكَمَ 	 حكم
صَغُرَ 	 صغر
صَفُقَ 	 صفق
مَلَطَ 	 ملط
سَجَدَ 	 سجد
سَمَطَ 	 سمط
نَعَجَ 	 نعج
جَثَمَ 	 جثم
خَرَتَ 	 خرت
هَجَنَ 	 هجن
سَمَطَ 	 سمط
خَطَبَ 	 خطب
سَمَلَ 	 سمل
حَمَرَ 	 حمر
حَلُمَ 	 حلم
صَلَتَ 	 صلت
زَعَمَ 	 زعم
سَكَنَ 	 سكن
رَجَسَ 	 رجس
دَخَسَ 	 دخس
رَجَمَ 	 رجم
صَمَخَ 	 صمخ
ضَبَرَ 	 ضبر
صَهُبَ 	 صهب
رَخُفَ 	 رخف
حَشَدَ 	 حشد
نَبَعَ 	 نبع
مَتُنَ 	 متن
رَخَمَ 	 رخم
سَلَفَ 	 سلف
خَلُعَ 	 خلع
حَبَرَ 	 حبر
شَنُعَ 	 شنع
خَتَرَ 	 ختر
صَقَرَ 	 صقر
رَكُنَ 	 ركن
صَلُبَ 	 صلب
سَمُكَ 	 سمك
خَلَقَ 	 خلق
خَبَلَ 	 خبل
رَمَسَ 	 رمس
خَلَقَ 	 خلق
قَدَمَ 	 قدم
رَمَلَ 	 رمل
ثَلَجَ 	 ثلج
رَكَدَ 	 ركد
سَعَلَ 	 سعل
رَدُحَ 	 ردح
صَرُحَ 	 صرح
مَكَرَ 	 مكر
نَطَلَ 	 نطل
ثَلَثَ 	 ثلث
حَسَرَ 	 حسر
سَلَكَ 	 سلك
خَفَقَ 	 خفق
غَرُبَ 	 غرب
نَدُرَ 	 ندر
نَبَتَ 	 نبت
زَعُمَ 	 زعم
عَنَقَ 	 عنق
فَجَرَ 	 فجر
شَجَرَ 	 شجر
خَفَتَ 	 خفت
خَتَلَ 	 ختل
دَبَغَ 	 دبغ
عَزَبَ 	 عزب
شَخُصَ 	 شخص
كَتَلَ 	 كتل
بَطَلَ 	 بطل
فَجَرَ 	 فجر
